日期,真实汇率值,随机森林预测值
2024-02-29,52.64,52.66204999999997
2024-03-01,52.67,52.694469999999995
2024-03-04,52.691,52.64645000000003
2024-03-05,52.668,52.66151000000001
2024-03-06,52.681,52.67578999999997
2024-03-07,52.735,52.543020000000034
2024-03-08,52.77,52.67531000000002
2024-03-11,52.741,52.77541000000003
2024-03-12,52.731,52.68055
2024-03-13,52.709,52.70273000000003
2024-03-14,52.754,52.65878000000007
2024-03-15,52.637,52.69166000000002
2024-03-18,52.652,52.581690000000044
2024-03-19,52.693,52.736679999999986
2024-03-20,52.638,52.66528999999998
2024-03-21,52.776,52.65568999999999
2024-03-22,52.683,52.897000000000034
2024-03-25,52.578,52.66145999999998
2024-03-26,52.687,52.67710999999999
2024-03-27,52.686,52.661950000000004
2024-03-28,52.656,52.637010000000025
2024-03-29,52.662,52.69848999999992
2024-04-01,52.692,52.69093
2024-04-02,52.63,52.64434000000006
2024-04-03,52.686,52.649419999999964
2024-04-08,52.721,52.638760000000026
2024-04-09,52.702,52.725610000000046
2024-04-10,52.675,52.66365000000005
2024-04-11,52.578,52.66174999999999
2024-04-12,52.64,52.62419000000003
2024-04-15,52.565,52.71580999999996
2024-04-16,52.582,52.51437
2024-04-17,52.582,52.62642000000001
2024-04-18,52.666,52.64401000000002
2024-04-19,52.622,52.642860000000056
2024-04-22,52.613,52.66779999999995
2024-04-23,52.591,52.678580000000004
2024-04-24,52.654,52.67228999999998
2024-04-25,52.587,52.67363999999997
2024-04-26,52.606,52.671939999999985
2024-04-29,52.547,52.62509000000004
2024-04-30,52.614,52.517530000000015
2024-05-06,52.728,52.67828999999999
2024-05-07,52.662,52.71051000000003
2024-05-08,52.625,52.634999999999984
2024-05-09,52.62,52.65542999999997
2024-05-10,52.677,52.669629999999955
2024-05-13,52.626,52.64593000000003
2024-05-14,52.634,52.66067999999998
2024-05-15,52.636,52.605049999999984
2024-05-16,52.754,52.61199999999996
2024-05-17,52.678,52.720200000000034
2024-05-20,52.633,52.61692
2024-05-21,52.598,52.59756999999996
2024-05-22,52.582,52.680099999999975
2024-05-23,52.545,52.681979999999996
2024-05-24,52.534,52.51741000000003
2024-05-27,52.605,52.50505000000001
2024-05-28,52.635,52.62342000000003
2024-05-29,52.56,52.65888999999996
2024-05-30,52.48,52.48226
2024-05-31,52.585,52.54961000000004
2024-06-03,52.585,52.67494999999999
2024-06-04,52.65,52.67599999999999
2024-06-05,52.566,52.69268999999996
2024-06-06,52.566,52.53251
2024-06-07,52.581,52.530089999999994
2024-06-11,52.475,52.67368
2024-06-12,52.484,52.54980000000003
2024-06-13,52.585,52.48594
2024-06-14,52.496,52.67060000000005
2024-06-17,52.468,52.510999999999996
2024-06-18,52.526,52.56082000000004
2024-06-19,52.589,52.55268999999999
2024-06-20,52.553,52.67736
2024-06-21,52.463,52.47951000000001
2024-06-24,52.448,52.55643000000003
2024-06-25,52.547,52.54438000000002
2024-06-26,52.472,52.55129999999996
2024-06-27,52.406,52.578390000000034
2024-06-28,52.475,52.48243000000004
2024-07-01,52.539,52.55252000000003
2024-07-02,52.425,52.577489999999955
2024-07-03,52.449,52.56128000000002
2024-07-04,52.459,52.55366000000003
2024-07-05,52.454,52.56957999999999
2024-07-08,52.468,52.49894000000001
2024-07-09,52.442,52.57730000000001
2024-07-10,52.388,52.566050000000025
2024-07-11,52.418,52.39439000000005
2024-07-12,52.518,52.54612000000003
2024-07-15,52.431,52.57929999999995
2024-07-16,52.411,52.57076000000001
2024-07-17,52.409,52.51889000000003
2024-07-18,52.495,52.53307000000002
2024-07-19,52.376,52.49130999999995
2024-07-22,52.387,52.511300000000034
2024-07-23,52.388,52.39883000000005
2024-07-24,52.391,52.39439000000005
2024-07-25,52.426,52.391800000000046
2024-07-26,52.49,52.495420000000024
2024-07-29,52.47,52.49576999999999
2024-07-30,52.416,52.519789999999986
2024-07-31,52.451,52.464050000000036
2024-08-01,52.554,52.501000000000005
2024-08-02,52.447,52.45045000000001
2024-08-05,52.609,52.54967
2024-08-06,52.657,52.67938000000001
2024-08-07,52.582,52.67444000000007
2024-08-08,52.506,52.670320000000004
2024-08-09,52.476,52.54198999999996
2024-08-12,52.489,52.55078000000003
2024-08-13,52.462,52.51061999999996
2024-08-14,52.57,52.556510000000024
2024-08-15,52.563,52.538900000000005
2024-08-16,52.491,52.48425999999999
2024-08-19,52.551,52.50305000000001
2024-08-20,52.638,52.47798000000001
2024-08-21,52.638,52.68148
2024-08-22,52.658,52.67963
2024-08-23,52.581,52.66281000000003
2024-08-26,52.776,52.669159999999984
2024-08-27,52.691,52.799490000000006
2024-08-28,52.695,52.70510000000004
2024-08-29,52.636,52.69261
2024-08-30,52.766,52.65981999999996
2024-09-02,52.859,52.676809999999996
2024-09-03,52.79,52.807249999999996
2024-09-04,52.747,52.816089999999974
2024-09-05,52.879,52.69254000000001
2024-09-06,52.935,52.87139000000001
2024-09-09,52.882,52.85697000000002
2024-09-10,52.757,52.87907000000001
2024-09-11,52.707,52.71095000000002
2024-09-12,52.7,52.71630000000001
2024-09-13,52.842,52.68682
2024-09-18,52.963,52.84476000000002
2024-09-19,52.869,52.98183000000004
2024-09-20,53.113,52.87257000000004
2024-09-23,53.204,53.09144999999999
2024-09-24,53.208,53.01081000000001
2024-09-25,53.447,53.05906
2024-09-26,53.331,53.387990000000045
2024-09-27,53.509,53.41954000000003
2024-09-30,53.531,53.53366000000002
2024-10-08,53.127,53.56755000000002
2024-10-09,53.203,53.10079999999996
2024-10-10,53.07,53.150479999999995
2024-10-11,53.085,53.11330000000004
2024-10-14,53.101,53.204529999999956
2024-10-15,53.012,53.12008000000001
2024-10-16,52.727,53.07792999999999
2024-10-17,52.736,52.7393
2024-10-18,52.696,52.70036999999999
2024-10-21,52.91,52.62965999999997
2024-10-22,52.739,52.94042999999992
2024-10-23,52.719,52.70349
2024-10-24,52.68,52.75793000000002
2024-10-25,52.836,52.53691
2024-10-28,52.673,52.90116999999996
2024-10-29,52.685,52.72336999999996
2024-10-30,52.603,52.64439999999997
2024-10-31,52.711,52.57485000000006
2024-11-01,52.796,52.66821000000001
2024-11-04,52.746,52.90522999999998
2024-11-05,52.885,52.71234000000004
2024-11-06,52.921,52.84680999999997
2024-11-07,52.448,52.90479000000005
2024-11-08,52.59,52.525840000000024
2024-11-11,52.339,52.63536
2024-11-12,52.231,52.41553000000005
2024-11-13,51.899,52.318270000000055
2024-11-14,51.986,51.825999999999965
2024-11-15,51.869,52.01359000000005
2024-11-18,51.969,51.73843999999992
2024-11-19,51.997,51.989010000000015
2024-11-20,51.938,51.92028999999995
2024-11-21,51.922,52.03472
2024-11-22,51.932,51.93839000000002
2024-11-25,51.981,52.20145
2024-11-26,52.028,52.01259000000002
2024-11-27,51.963,52.03248000000001
2024-11-28,52.049,52.22899999999998
2024-11-29,52.107,52.007040000000025
2024-12-02,52.122,52.09392000000002
2024-12-03,52.001,52.06875000000003
2024-12-04,51.944,52.16676
2024-12-05,52.033,52.15681000000002
2024-12-06,52.13,52.02911999999999
2024-12-09,52.041,52.09525000000006
2024-12-10,51.984,52.08702999999997
2024-12-11,52.036,52.11554
2024-12-12,52.052,52.16318999999999
2024-12-13,52.023,52.028540000000014
2024-12-16,51.989,52.083260000000024
2024-12-17,51.96,52.10256
2024-12-18,51.956,52.15806000000001
2024-12-19,51.861,52.21113999999999
2024-12-20,51.888,51.8746
2024-12-23,51.981,51.93296
2024-12-24,51.915,52.153490000000026
2024-12-25,51.914,52.093729999999994
2024-12-26,51.911,51.90968000000001
2024-12-27,51.908,51.90998000000001
2024-12-30,51.887,51.91533
2024-12-31,51.856,51.90260000000002
2025-01-02,51.854,51.951810000000016
2025-01-03,51.88,51.89022000000003
2025-01-06,51.931,51.88916000000002
2025-01-07,51.916,51.974220000000024
2025-01-08,51.8,51.921410000000016
2025-01-09,51.786,51.911270000000016
2025-01-10,51.826,51.93150999999999
2025-01-13,51.746,51.92179999999998
2025-01-14,51.858,51.76300000000002
2025-01-15,51.833,51.87791000000002
2025-01-16,51.846,51.912710000000025
2025-01-17,51.786,51.91093999999998
2025-01-20,51.761,51.96394999999998
2025-01-21,51.983,51.80743000000003
2025-01-22,52.064,52.04321000000002
2025-01-23,51.999,52.08138999999997
2025-01-24,52.015,52.07182000000002
2025-01-27,52.133,52.029370000000014
2025-02-05,51.962,52.14857000000001
2025-02-06,52.096,52.033179999999994
2025-02-07,52.009,52.12042000000001
2025-02-10,51.911,52.09258
2025-02-11,51.891,52.11343999999998
2025-02-12,51.949,51.96317000000002
2025-02-13,51.915,52.131950000000025
2025-02-14,52.082,51.90968000000001
2025-02-17,52.056,52.13292999999995
2025-02-18,52.069,52.09725999999997
2025-02-19,51.98,52.09332999999998
2025-02-20,51.973,52.01462000000002
2025-02-21,52.141,51.93965000000002
2025-02-24,52.065,52.16365
2025-02-25,52.052,52.09132999999994
2025-02-26,52.075,52.07644000000001
2025-02-27,52.028,52.126039999999996
2025-02-28,51.919,52.144709999999996
2025-03-03,51.943,51.91132
2025-03-04,52.018,52.139000000000024
2025-03-05,52.079,52.03922000000002
2025-03-06,52.166,52.12880000000001
2025-03-07,52.132,52.09958
2025-03-10,52.14,52.10436000000002
2025-03-11,52.036,52.141460000000016
2025-03-12,52.162,52.02264000000002
2025-03-13,52.074,52.13046000000002
2025-03-14,52.063,52.11836000000001
2025-03-17,52.17,52.10167999999998
2025-03-18,52.183,52.15261
2025-03-19,52.157,52.13857999999999
2025-03-20,52.113,52.13036000000002
2025-03-21,52.054,52.104349999999975
2025-03-24,52.045,52.083319999999986
2025-03-25,52.001,52.08177000000003
2025-03-26,52.054,52.08354999999997
2025-03-27,51.982,52.029390000000014
2025-03-28,52.044,52.129580000000004
2025-03-31,52.027,52.088079999999984
2025-04-01,52.052,52.10304000000001
2025-04-02,52.008,52.07956000000002
2025-04-03,52.066,52.18934
2025-04-07,51.862,52.082369999999976
2025-04-08,51.765,51.954400000000014
2025-04-09,51.77,51.792440000000006
2025-04-10,51.742,51.81438000000001
2025-04-11,51.863,51.75328000000001
2025-04-14,51.747,51.91665000000002
2025-04-15,51.788,51.75379000000001
2025-04-16,51.707,51.92775
2025-04-17,51.803,51.66145
2025-04-18,51.828,51.94460999999998
2025-04-21,51.849,51.92787999999998
2025-04-22,51.847,51.87896
2025-04-23,51.635,51.90929999999997
2025-04-24,51.745,51.68220999999997
2025-04-25,51.82,51.75714000000003
2025-04-28,51.828,51.940809999999985
2025-04-29,51.881,51.93130999999998
2025-04-30,51.875,51.894069999999985
2025-05-06,51.998,51.88757999999998
2025-05-07,52.071,52.03241000000002
2025-05-08,51.961,52.10094999999998
2025-05-09,51.875,52.03609
2025-05-12,51.952,51.90342999999998
2025-05-13,52.002,51.96702000000001
2025-05-14,52.231,51.991590000000016
2025-05-15,52.064,52.16738000000002
2025-05-16,52.1,52.086119999999966
2025-05-19,52.091,52.08655000000001
2025-05-20,52.118,52.104540000000036
2025-05-21,52.091,52.07067000000002
2025-05-22,52.155,52.13613000000002
2025-05-23,52.079,52.16472000000005
2025-05-26,52.263,52.13002
2025-05-27,52.198,52.28677
2025-05-28,52.122,52.162670000000006
2025-05-29,52.111,52.13436999999997
2025-05-30,52.307,52.10545999999999
2025-06-03,52.272,52.22523000000007
2025-06-04,52.114,52.191430000000025
2025-06-05,52.24,52.15704000000003
2025-06-06,52.269,52.147750000000016
2025-06-09,52.177,52.21099000000004
2025-06-10,52.201,52.13247999999999
2025-06-11,52.224,52.193470000000055
2025-06-12,52.268,52.18828000000005
2025-06-13,52.319,52.296760000000006
2025-06-16,52.236,52.22594000000007
2025-06-17,52.263,52.167360000000045
2025-06-18,52.164,52.29104
2025-06-19,52.248,52.15072000000002
2025-06-20,52.297,52.164720000000024
2025-06-23,52.263,52.23366000000006
2025-06-24,52.385,52.28202
2025-06-25,52.356,52.31442000000005
2025-06-26,52.38,52.63600000000005
2025-06-27,52.355,52.38262000000005
2025-06-30,52.343,52.406920000000056
2025-07-01,52.445,52.26943000000006
2025-07-02,52.407,52.4587
2025-07-03,52.394,52.443820000000045
2025-07-04,52.362,52.36070000000005
2025-07-07,52.4,52.675210000000035
2025-07-08,52.322,52.44584000000003
2025-07-09,52.346,52.232320000000065
2025-07-10,52.372,52.31085000000001
2025-07-11,52.399,52.58489000000003
2025-07-14,52.358,52.44771000000004
2025-07-15,52.367,52.62844000000004
2025-07-16,52.323,52.61246000000002
2025-07-17,52.406,52.22718000000006
2025-07-18,52.403,52.44835000000003
2025-07-21,52.388,52.44047000000004
2025-07-22,52.447,52.342690000000054
2025-07-23,52.473,52.50036
2025-07-24,52.528,52.51130999999997
2025-07-25,52.467,52.57027999999991
2025-07-28,52.439,52.523430000000005
2025-07-29,52.31,52.50975000000001
2025-07-30,52.379,52.21468000000007
2025-07-31,52.299,52.449240000000046
2025-08-01,52.294,52.24172000000003
2025-08-04,52.452,52.30158999999997
2025-08-05,52.489,52.54446
2025-08-06,52.452,52.51061999999996
2025-08-07,52.48,52.51373999999998
2025-08-08,52.487,52.51307999999998
2025-08-11,52.421,52.46884999999995
2025-08-12,52.403,52.49165
2025-08-13,52.476,52.51810000000003
2025-08-14,52.493,52.56339000000002
2025-08-15,52.413,52.512669999999964
2025-08-18,52.467,52.52123000000003
2025-08-19,52.433,52.578860000000006
2025-08-20,52.419,52.55378000000002
2025-08-21,52.463,52.47668000000003
2025-08-22,52.451,52.56957999999999
2025-08-25,52.592,52.54087000000001
2025-08-26,52.552,52.67145000000001
2025-08-27,52.614,52.47571000000001
2025-08-28,52.671,52.68229
2025-08-29,52.763,52.67217000000006
2025-09-01,52.745,52.630420000000015
2025-09-02,52.731,52.678080000000065
2025-09-03,52.642,52.71782000000005
2025-09-04,52.703,52.689499999999974
2025-09-05,52.691,52.71560000000005
2025-09-08,52.756,52.65307000000004
2025-09-09,52.781,52.758960000000044
2025-09-10,52.715,53.01992000000003
2025-09-11,52.775,52.68183
2025-09-12,52.82,52.77703000000003
2025-09-15,52.771,52.82596999999999
2025-09-16,52.782,52.79038000000007
2025-09-17,52.838,52.83695999999999
2025-09-18,52.778,52.90202999999995
2025-09-19,52.718,52.98190000000003
2025-09-22,52.709,52.75648000000001
2025-09-23,52.779,52.69735000000002
2025-09-24,52.772,52.89596000000002
2025-09-25,52.662,52.79517000000003
2025-09-26,52.614,52.57383000000002
2025-09-29,52.703,52.661950000000054
2025-09-30,52.747,52.67793
2025-10-09,52.66,52.67416999999998
2025-10-10,52.658,52.73674999999997
2025-10-13,52.734,52.73807999999999
2025-10-14,52.705,52.68955000000003
2025-10-15,52.734,52.73663000000006
2025-10-16,52.789,52.69057
2025-10-17,52.795,52.84106999999999
2025-10-20,52.728,52.875249999999966
2025-10-21,52.779,52.68761000000002
2025-10-22,52.751,52.93615000000002
2025-10-23,52.787,52.674580000000006
2025-10-24,52.794,52.838859999999976
2025-10-27,52.826,52.82226
2025-10-28,52.88,52.848590000000016
2025-10-29,52.909,52.90067000000002
2025-10-30,52.855,52.96137000000003
2025-10-31,52.798,52.87502999999999
2025-11-03,52.812,52.85933999999998
2025-11-04,52.803,52.789060000000006
2025-11-05,52.756,52.922909999999966
2025-11-06,52.805,52.716130000000014
2025-11-07,52.863,52.87244
2025-11-10,52.834,52.824130000000025
2025-11-11,52.839,52.87068999999996
2025-11-12,52.856,52.86225
2025-11-13,52.841,52.84041000000001
2025-11-14,52.902,52.88988999999998
2025-11-17,52.915,52.87196000000004
2025-11-18,52.843,52.882540000000056
2025-11-19,52.842,52.840389999999985
2025-11-20,52.801,52.84339000000002
2025-11-21,52.805,52.854059999999976
